Date_of_report;Municipality_code;Municipality_name;Province;Total_reported;Hospital_admission;Deceased
2020-05-12 10:00:00;GM0180;Staphorst;Overijssel;59;8;4
2020-05-12 10:00:00;GM0183;Tubbergen;Overijssel;79;12;5
2020-05-12 10:00:00;GM0184;Urk;Flevoland;76;22;4
2020-05-12 10:00:00;GM0189;Wierden;Overijssel;48;5;5
2020-05-12 10:00:00;GM0193;Zwolle;Overijssel;346;53;46
2020-05-12 10:00:00;GM0197;Aalten;Gelderland;55;8;6
2020-05-12 10:00:00;GM0200;Apeldoorn;Gelderland;380;77;48
2020-05-12 10:00:00;GM0202;Arnhem;Gelderland;271;64;24
2020-05-12 10:00:00;GM0203;Barneveld;Gelderland;117;18;6
2020-05-12 10:00:00;GM0209;Beuningen;Gelderland;65;19;5
2020-05-12 10:00:00;GM0213;Brummen;Gelderland;34;17;5
2020-05-12 10:00:00;GM0214;Buren;Gelderland;47;16;7
2020-05-12 10:00:00;GM0216;Culemborg;Gelderland;59;21;7
2020-05-12 10:00:00;GM0221;Doesburg;Gelderland;32;9;6
2020-05-12 10:00:00;GM0222;Doetinchem;Gelderland;95;23;15
2020-05-12 10:00:00;GM0225;Druten;Gelderland;111;24;8
2020-05-12 10:00:00;GM0226;Duiven;Gelderland;46;14;6
2020-05-12 10:00:00;GM0228;Ede;Gelderland;198;53;20
2020-05-12 10:00:00;GM0230;Elburg;Gelderland;122;24;8
2020-05-12 10:00:00;GM0232;Epe;Gelderland;131;41;21
2020-05-12 10:00:00;GM0233;Ermelo;Gelderland;120;25;17
2020-05-12 10:00:00;GM0243;Harderwijk;Gelderland;140;35;16
2020-05-12 10:00:00;GM0244;Hattem;Gelderland;41;14;5
2020-05-12 10:00:00;GM0246;Heerde;Gelderland;188;50;28
2020-05-12 10:00:00;GM0252;Heumen;Gelderland;70;17;8
2020-05-12 10:00:00;GM0262;Lochem;Gelderland;85;12;12
2020-05-12 10:00:00;GM0263;Maasdriel;Gelderland;46;15;8
2020-05-12 10:00:00;GM0267;Nijkerk;Gelderland;54;22;3
2020-05-12 10:00:00;GM0268;Nijmegen;Gelderland;569;124;60
2020-05-12 10:00:00;GM0269;Oldebroek;Gelderland;154;37;19
2020-05-12 10:00:00;GM0273;Putten;Gelderland;23;6;0
2020-05-12 10:00:00;GM0274;Renkum;Gelderland;65;14;5
2020-05-12 10:00:00;GM0275;Rheden;Gelderland;105;33;14
2020-05-12 10:00:00;GM0277;Rozendaal;Gelderland;3;1;0
2020-05-12 10:00:00;GM0279;Scherpenzeel;Gelderland;25;4;2
2020-05-12 10:00:00;GM0281;Tiel;Gelderland;106;41;18
2020-05-12 10:00:00;GM0285;Voorst;Gelderland;47;15;11
2020-05-12 10:00:00;GM0289;Wageningen;Gelderland;46;20;9
2020-05-12 10:00:00;GM0293;Westervoort;Gelderland;34;12;5
2020-05-12 10:00:00;GM0294;Winterswijk;Gelderland;39;5;3
2020-05-12 10:00:00;GM0296;Wijchen;Gelderland;135;41;11
2020-05-12 10:00:00;GM0297;Zaltbommel;Gelderland;86;19;9
2020-05-12 10:00:00;GM0299;Zevenaar;Gelderland;94;43;14
2020-05-12 10:00:00;GM0301;Zutphen;Gelderland;90;27;13
2020-05-12 10:00:00;GM0302;Nunspeet;Gelderland;208;48;20
2020-05-12 10:00:00;GM0303;Dronten;Flevoland;110;29;11
2020-05-12 10:00:00;GM0307;Amersfoort;Utrecht;198;58;23
2020-05-12 10:00:00;GM0308;Baarn;Utrecht;56;11;8
2020-05-12 10:00:00;GM0310;De Bilt;Utrecht;142;25;18
2020-05-12 10:00:00;GM0312;Bunnik;Utrecht;38;9;1
2020-05-12 10:00:00;GM0313;Bunschoten;Utrecht;61;9;7
2020-05-12 10:00:00;GM0317;Eemnes;Utrecht;16;2;1
2020-05-12 10:00:00;GM0321;Houten;Utrecht;123;24;13
2020-05-12 10:00:00;GM0327;Leusden;Utrecht;47;9;4
2020-05-12 10:00:00;GM0331;Lopik;Utrecht;63;19;7
2020-05-12 10:00:00;GM0335;Montfoort;Utrecht;37;12;5
2020-05-12 10:00:00;GM0339;Renswoude;Utrecht;19;5;5
2020-05-12 10:00:00;GM0340;Rhenen;Utrecht;35;10;6
2020-05-12 10:00:00;GM0342;Soest;Utrecht;80;23;11
2020-05-12 10:00:00;GM0344;Utrecht;Utrecht;934;250;95
2020-05-12 10:00:00;GM0345;Veenendaal;Utrecht;165;47;10
2020-05-12 10:00:00;GM0351;Woudenberg;Utrecht;30;9;2
2020-05-12 10:00:00;GM0352;Wijk bij Duurstede;Utrecht;32;9;1
2020-05-12 10:00:00;GM0353;IJsselstein;Utrecht;132;35;32
2020-05-12 10:00:00;GM0355;Zeist;Utrecht;154;35;17
2020-05-12 10:00:00;GM0356;Nieuwegein;Utrecht;121;41;13
2020-05-12 10:00:00;GM0358;Aalsmeer;Noord-Holland;37;9;2
2020-05-12 10:00:00;GM0361;Alkmaar;Noord-Holland;230;53;26
2020-05-12 10:00:00;GM0362;Amstelveen;Noord-Holland;299;55;34
2020-05-12 10:00:00;GM0363;Amsterdam;Noord-Holland;2192;595;235
2020-05-12 10:00:00;GM0370;Beemster;Noord-Holland;9;4;1
2020-05-12 10:00:00;GM0373;Bergen (NH.);Noord-Holland;56;16;3
2020-05-12 10:00:00;GM0375;Beverwijk;Noord-Holland;71;15;9
2020-05-12 10:00:00;GM0376;Blaricum;Noord-Holland;26;8;2
2020-05-12 10:00:00;GM0377;Bloemendaal;Noord-Holland;48;7;5
2020-05-12 10:00:00;GM0383;Castricum;Noord-Holland;75;15;9
2020-05-12 10:00:00;GM0384;Diemen;Noord-Holland;93;17;14
2020-05-12 10:00:00;GM0385;Edam-Volendam;Noord-Holland;88;22;3
2020-05-12 10:00:00;GM0388;Enkhuizen;Noord-Holland;29;18;4
2020-05-12 10:00:00;GM0392;Haarlem;Noord-Holland;260;60;50
2020-05-12 10:00:00;GM0394;Haarlemmermeer;Noord-Holland;249;65;24
2020-05-12 10:00:00;GM0396;Heemskerk;Noord-Holland;79;26;10
2020-05-12 10:00:00;GM0397;Heemstede;Noord-Holland;88;10;32
2020-05-12 10:00:00;GM0398;Heerhugowaard;Noord-Holland;138;27;8
2020-05-12 10:00:00;GM0399;Heiloo;Noord-Holland;46;9;8
2020-05-12 10:00:00;GM0400;Den Helder;Noord-Holland;37;12;1
2020-05-12 10:00:00;GM0402;Hilversum;Noord-Holland;188;29;24
2020-05-12 10:00:00;GM0405;Hoorn;Noord-Holland;87;34;12
2020-05-12 10:00:00;GM0406;Huizen;Noord-Holland;122;21;9
2020-05-12 10:00:00;GM0415;Landsmeer;Noord-Holland;23;3;3
2020-05-12 10:00:00;GM0416;Langedijk;Noord-Holland;44;16;2
2020-05-12 10:00:00;GM0417;Laren;Noord-Holland;24;8;2
2020-05-12 10:00:00;GM0420;Medemblik;Noord-Holland;69;18;6
2020-05-12 10:00:00;GM0431;Oostzaan;Noord-Holland;26;11;2
2020-05-12 10:00:00;GM0432;Opmeer;Noord-Holland;8;1;1
2020-05-12 10:00:00;GM0437;Ouder-Amstel;Noord-Holland;33;5;0
2020-05-12 10:00:00;GM0439;Purmerend;Noord-Holland;207;64;32
2020-05-12 10:00:00;GM0441;Schagen;Noord-Holland;72;19;9
2020-05-12 10:00:00;GM0448;Texel;Noord-Holland;10;4;1
2020-05-12 10:00:00;GM0450;Uitgeest;Noord-Holland;22;5;1
2020-05-12 10:00:00;GM0451;Uithoorn;Noord-Holland;47;16;2
2020-05-12 10:00:00;GM0453;Velsen;Noord-Holland;256;31;38
2020-05-12 10:00:00;GM0457;Weesp;Noord-Holland;72;9;11
2020-05-12 10:00:00;GM0473;Zandvoort;Noord-Holland;32;10;8
2020-05-12 10:00:00;GM0479;Zaanstad;Noord-Holland;367;111;44
2020-05-12 10:00:00;GM0482;Alblasserdam;Zuid-Holland;42;10;3
2020-05-12 10:00:00;GM0484;Alphen aan den Rijn;Zuid-Holland;176;58;24
2020-05-12 10:00:00;GM0489;Barendrecht;Zuid-Holland;120;36;12
2020-05-12 10:00:00;GM0498;Drechterland;Noord-Holland;43;4;8
2020-05-12 10:00:00;GM0501;Brielle;Zuid-Holland;31;11;0
2020-05-12 10:00:00;GM0502;Capelle aan den IJssel;Zuid-Holland;268;47;51
2020-05-12 10:00:00;GM0503;Delft;Zuid-Holland;133;38;12
2020-05-12 10:00:00;GM0505;Dordrecht;Zuid-Holland;320;81;28
2020-05-12 10:00:00;GM0512;Gorinchem;Zuid-Holland;146;18;14
2020-05-12 10:00:00;GM0513;Gouda;Zuid-Holland;235;37;39
2020-05-12 10:00:00;GM0518;'s-Gravenhage;Zuid-Holland;1265;292;190
2020-05-12 10:00:00;GM0523;Hardinxveld-Giessendam;Zuid-Holland;32;2;2
2020-05-12 10:00:00;GM0530;Hellevoetsluis;Zuid-Holland;61;14;2
2020-05-12 10:00:00;GM0531;Hendrik-Ido-Ambacht;Zuid-Holland;44;8;5
2020-05-12 10:00:00;GM0532;Stede Broec;Noord-Holland;48;19;5
2020-05-12 10:00:00;GM0534;Hillegom;Zuid-Holland;32;7;2
2020-05-12 10:00:00;GM0537;Katwijk;Zuid-Holland;187;29;12
2020-05-12 10:00:00;GM0542;Krimpen aan den IJssel;Zuid-Holland;71;10;7
2020-05-12 10:00:00;GM0546;Leiden;Zuid-Holland;138;38;18
2020-05-12 10:00:00;GM0547;Leiderdorp;Zuid-Holland;31;12;6
2020-05-12 10:00:00;GM0553;Lisse;Zuid-Holland;26;7;2
2020-05-12 10:00:00;GM0556;Maassluis;Zuid-Holland;55;18;3
2020-05-12 10:00:00;GM0569;Nieuwkoop;Zuid-Holland;46;9;4
2020-05-12 10:00:00;GM0575;Noordwijk;Zuid-Holland;44;16;2
2020-05-12 10:00:00;GM0579;Oegstgeest;Zuid-Holland;39;8;3
2020-05-12 10:00:00;GM0589;Oudewater;Utrecht;52;25;8
2020-05-12 10:00:00;GM0590;Papendrecht;Zuid-Holland;57;8;6
2020-05-12 10:00:00;GM0597;Ridderkerk;Zuid-Holland;129;37;14
2020-05-12 10:00:00;GM0599;Rotterdam;Zuid-Holland;2161;470;290
2020-05-12 10:00:00;GM0603;Rijswijk;Zuid-Holland;112;33;18
2020-05-12 10:00:00;GM0606;Schiedam;Zuid-Holland;204;48;21
2020-05-12 10:00:00;GM0610;Sliedrecht;Zuid-Holland;53;9;5
2020-05-12 10:00:00;GM0613;Albrandswaard;Zuid-Holland;91;14;8
2020-05-12 10:00:00;GM0614;Westvoorne;Zuid-Holland;25;6;0
2020-05-12 10:00:00;GM0622;Vlaardingen;Zuid-Holland;241;41;25
2020-05-12 10:00:00;GM0626;Voorschoten;Zuid-Holland;53;9;9
2020-05-12 10:00:00;GM0627;Waddinxveen;Zuid-Holland;59;16;6
2020-05-12 10:00:00;GM0629;Wassenaar;Zuid-Holland;49;8;12
2020-05-12 10:00:00;GM0632;Woerden;Utrecht;159;47;19
2020-05-12 10:00:00;GM0637;Zoetermeer;Zuid-Holland;183;46;12
2020-05-12 10:00:00;GM0638;Zoeterwoude;Zuid-Holland;11;3;0
2020-05-12 10:00:00;GM0642;Zwijndrecht;Zuid-Holland;139;23;15
2020-05-12 10:00:00;GM0654;Borsele;Zeeland;22;5;0
2020-05-12 10:00:00;GM0664;Goes;Zeeland;69;11;11
2020-05-12 10:00:00;GM0668;West Maas en Waal;Gelderland;79;17;9
2020-05-12 10:00:00;GM0677;Hulst;Zeeland;29;9;4
2020-05-12 10:00:00;GM0678;Kapelle;Zeeland;22;3;1
2020-05-12 10:00:00;GM0687;Middelburg;Zeeland;57;18;9
2020-05-12 10:00:00;GM0703;Reimerswaal;Zeeland;29;4;2
2020-05-12 10:00:00;GM0715;Terneuzen;Zeeland;104;25;3
2020-05-12 10:00:00;GM0716;Tholen;Zeeland;138;40;15
2020-05-12 10:00:00;GM0717;Veere;Zeeland;26;6;2
2020-05-12 10:00:00;GM0718;Vlissingen;Zeeland;50;9;5
2020-05-12 10:00:00;GM0736;De Ronde Venen;Utrecht;90;39;11
2020-05-12 10:00:00;GM0737;Tytsjerksteradiel;Friesland;15;4;1
2020-05-12 10:00:00;GM0743;Asten;Noord-Brabant;73;18;11
2020-05-12 10:00:00;GM0744;Baarle-Nassau;Noord-Brabant;23;9;2
2020-05-12 10:00:00;GM0748;Bergen op Zoom;Noord-Brabant;121;23;9
2020-05-12 10:00:00;GM0753;Best;Noord-Brabant;69;31;10
2020-05-12 10:00:00;GM0755;Boekel;Noord-Brabant;88;35;21
2020-05-12 10:00:00;GM0756;Boxmeer;Noord-Brabant;113;18;27
2020-05-12 10:00:00;GM0757;Boxtel;Noord-Brabant;80;23;13
2020-05-12 10:00:00;GM0758;Breda;Noord-Brabant;458;143;61
2020-05-12 10:00:00;GM0762;Deurne;Noord-Brabant;154;53;21
2020-05-12 10:00:00;GM0765;Pekela;Groningen;5;4;0
2020-05-12 10:00:00;GM0766;Dongen;Noord-Brabant;75;19;11
2020-05-12 10:00:00;GM0770;Eersel;Noord-Brabant;62;26;9
2020-05-12 10:00:00;GM0772;Eindhoven;Noord-Brabant;471;173;80
2020-05-12 10:00:00;GM0777;Etten-Leur;Noord-Brabant;172;40;29
2020-05-12 10:00:00;GM0779;Geertruidenberg;Noord-Brabant;42;11;6
2020-05-12 10:00:00;GM0784;Gilze en Rijen;Noord-Brabant;73;18;15
2020-05-12 10:00:00;GM0785;Goirle;Noord-Brabant;70;31;17
2020-05-12 10:00:00;GM0786;Grave;Noord-Brabant;68;21;10
2020-05-12 10:00:00;GM0788;Haaren;Noord-Brabant;47;18;7
2020-05-12 10:00:00;GM0794;Helmond;Noord-Brabant;336;112;40
2020-05-12 10:00:00;GM0796;'s-Hertogenbosch;Noord-Brabant;460;126;75
2020-05-12 10:00:00;GM0797;Heusden;Noord-Brabant;135;44;22
2020-05-12 10:00:00;GM0798;Hilvarenbeek;Noord-Brabant;41;9;5
2020-05-12 10:00:00;GM0809;Loon op Zand;Noord-Brabant;55;24;6
2020-05-12 10:00:00;GM0815;Mill en Sint Hubert;Noord-Brabant;36;9;5
2020-05-12 10:00:00;GM0820;Nuenen, Gerwen en Nederwetten;Noord-Brabant;50;17;9
2020-05-12 10:00:00;GM0823;Oirschot;Noord-Brabant;58;13;9
2020-05-12 10:00:00;GM0824;Oisterwijk;Noord-Brabant;61;21;11
2020-05-12 10:00:00;GM0826;Oosterhout;Noord-Brabant;116;47;15
2020-05-12 10:00:00;GM0828;Oss;Noord-Brabant;456;164;86
2020-05-12 10:00:00;GM0840;Rucphen;Noord-Brabant;66;9;9
2020-05-12 10:00:00;GM0845;Sint-Michielsgestel;Noord-Brabant;98;36;15
2020-05-12 10:00:00;GM0847;Someren;Noord-Brabant;99;33;8
2020-05-12 10:00:00;GM0848;Son en Breugel;Noord-Brabant;70;31;14
2020-05-12 10:00:00;GM0851;Steenbergen;Noord-Brabant;82;13;13
2020-05-12 10:00:00;GM0852;Waterland;Noord-Holland;30;16;4
2020-05-12 10:00:00;GM0855;Tilburg;Noord-Brabant;708;220;157
2020-05-12 10:00:00;GM0856;Uden;Noord-Brabant;254;116;63
2020-05-12 10:00:00;GM0858;Valkenswaard;Noord-Brabant;173;19;37
2020-05-12 10:00:00;GM0861;Veldhoven;Noord-Brabant;120;31;16
2020-05-12 10:00:00;GM0865;Vught;Noord-Brabant;100;41;17
2020-05-12 10:00:00;GM0866;Waalre;Noord-Brabant;29;7;5
2020-05-12 10:00:00;GM0867;Waalwijk;Noord-Brabant;146;32;31
2020-05-12 10:00:00;GM0873;Woensdrecht;Noord-Brabant;62;5;7
2020-05-12 10:00:00;GM0879;Zundert;Noord-Brabant;69;20;10
2020-05-12 10:00:00;GM0880;Wormerland;Noord-Holland;44;20;6
2020-05-12 10:00:00;GM0882;Landgraaf;Limburg;132;52;12
2020-05-12 10:00:00;GM0888;Beek;Limburg;43;15;5
2020-05-12 10:00:00;GM0889;Beesel;Limburg;41;20;8
2020-05-12 10:00:00;GM0893;Bergen (L.);Limburg;23;7;2
2020-05-12 10:00:00;GM0899;Brunssum;Limburg;90;43;13
2020-05-12 10:00:00;GM0907;Gennep;Limburg;55;16;10
2020-05-12 10:00:00;GM0917;Heerlen;Limburg;347;119;50
2020-05-12 10:00:00;GM0928;Kerkrade;Limburg;193;62;32
2020-05-12 10:00:00;GM0935;Maastricht;Limburg;784;179;117
2020-05-12 10:00:00;GM0938;Meerssen;Limburg;98;21;12
2020-05-12 10:00:00;GM0944;Mook en Middelaar;Limburg;35;6;5
2020-05-12 10:00:00;GM0946;Nederweert;Limburg;50;31;7
2020-05-12 10:00:00;GM0957;Roermond;Limburg;125;58;21
2020-05-12 10:00:00;GM0965;Simpelveld;Limburg;41;18;5
2020-05-12 10:00:00;GM0971;Stein;Limburg;113;43;15
2020-05-12 10:00:00;GM0981;Vaals;Limburg;30;10;1
2020-05-12 10:00:00;GM0983;Venlo;Limburg;292;125;61
2020-05-12 10:00:00;GM0984;Venray;Limburg;101;37;17
2020-05-12 10:00:00;GM0986;Voerendaal;Limburg;45;17;7
2020-05-12 10:00:00;GM0988;Weert;Limburg;127;66;12
2020-05-12 10:00:00;GM0994;Valkenburg aan de Geul;Limburg;81;17;7
2020-05-12 10:00:00;GM0995;Lelystad;Flevoland;162;62;26
2020-05-12 10:00:00;GM1507;Horst aan de Maas;Limburg;121;41;23
2020-05-12 10:00:00;GM1509;Oude IJsselstreek;Gelderland;75;18;9
2020-05-12 10:00:00;GM1525;Teylingen;Zuid-Holland;49;12;2
2020-05-12 10:00:00;GM1581;Utrechtse Heuvelrug;Utrecht;102;29;14
2020-05-12 10:00:00;GM1586;Oost Gelre;Gelderland;52;15;6
2020-05-12 10:00:00;GM1598;Koggenland;Noord-Holland;34;6;6
2020-05-12 10:00:00;GM1621;Lansingerland;Zuid-Holland;172;41;19
2020-05-12 10:00:00;GM1640;Leudal;Limburg;177;52;31
2020-05-12 10:00:00;GM1641;Maasgouw;Limburg;101;27;12
2020-05-12 10:00:00;GM1652;Gemert-Bakel;Noord-Brabant;173;79;30
2020-05-12 10:00:00;GM1655;Halderberge;Noord-Brabant;54;13;6
2020-05-12 10:00:00;GM1658;Heeze-Leende;Noord-Brabant;58;15;8
2020-05-12 10:00:00;GM1659;Laarbeek;Noord-Brabant;113;40;26
2020-05-12 10:00:00;GM1667;Reusel-De Mierden;Noord-Brabant;23;11;2
2020-05-12 10:00:00;GM1669;Roerdalen;Limburg;47;27;7
2020-05-12 10:00:00;GM1674;Roosendaal;Noord-Brabant;207;27;19
2020-05-12 10:00:00;GM1676;Schouwen-Duiveland;Zeeland;57;11;3
2020-05-12 10:00:00;GM1680;Aa en Hunze;Drenthe;14;1;0
2020-05-12 10:00:00;GM1681;Borger-Odoorn;Drenthe;9;4;3
2020-05-12 10:00:00;GM1684;Cuijk;Noord-Brabant;69;11;9
2020-05-12 10:00:00;GM1685;Landerd;Noord-Brabant;138;39;21
2020-05-12 10:00:00;GM1690;De Wolden;Drenthe;44;11;4
2020-05-12 10:00:00;GM1695;Noord-Beveland;Zeeland;7;1;0
2020-05-12 10:00:00;GM1696;Wijdemeren;Noord-Holland;28;8;0
2020-05-12 10:00:00;GM1699;Noordenveld;Drenthe;18;4;1
2020-05-12 10:00:00;GM1700;Twenterand;Overijssel;58;12;2
2020-05-12 10:00:00;GM1701;Westerveld;Drenthe;32;9;4
2020-05-12 10:00:00;GM1702;Sint Anthonis;Noord-Brabant;62;20;11
2020-05-12 10:00:00;GM1705;Lingewaard;Gelderland;108;30;10
2020-05-12 10:00:00;GM1706;Cranendonck;Noord-Brabant;166;63;36
2020-05-12 10:00:00;GM1708;Steenwijkerland;Overijssel;86;14;5
2020-05-12 10:00:00;GM1709;Moerdijk;Noord-Brabant;74;14;8
2020-05-12 10:00:00;GM1711;Echt-Susteren;Limburg;88;39;15
2020-05-12 10:00:00;GM1714;Sluis;Zeeland;17;8;4
2020-05-12 10:00:00;GM1719;Drimmelen;Noord-Brabant;65;18;7
2020-05-12 10:00:00;GM1721;Bernheze;Noord-Brabant;265;97;64
2020-05-12 10:00:00;GM1723;Alphen-Chaam;Noord-Brabant;45;17;5
2020-05-12 10:00:00;GM1724;Bergeijk;Noord-Brabant;53;18;5
2020-05-12 10:00:00;GM1728;Bladel;Noord-Brabant;61;20;8
2020-05-12 10:00:00;GM1729;Gulpen-Wittem;Limburg;74;21;13
2020-05-12 10:00:00;GM1730;Tynaarlo;Drenthe;38;9;0
2020-05-12 10:00:00;GM1731;Midden-Drenthe;Drenthe;22;6;0
2020-05-12 10:00:00;GM1734;Overbetuwe;Gelderland;123;56;15
2020-05-12 10:00:00;GM1735;Hof van Twente;Overijssel;62;15;4
2020-05-12 10:00:00;GM1740;Neder-Betuwe;Gelderland;119;34;20
2020-05-12 10:00:00;GM1742;Rijssen-Holten;Overijssel;170;29;14
2020-05-12 10:00:00;GM1771;Geldrop-Mierlo;Noord-Brabant;103;33;16
2020-05-12 10:00:00;GM1773;Olst-Wijhe;Overijssel;49;12;8
2020-05-12 10:00:00;GM1774;Dinkelland;Overijssel;71;19;9
2020-05-12 10:00:00;GM1783;Westland;Zuid-Holland;247;58;26
2020-05-12 10:00:00;GM1842;Midden-Delfland;Zuid-Holland;18;4;0
2020-05-12 10:00:00;GM1859;Berkelland;Gelderland;70;11;7
2020-05-12 10:00:00;GM1876;Bronckhorst;Gelderland;69;17;6
2020-05-12 10:00:00;GM1883;Sittard-Geleen;Limburg;389;113;57
2020-05-12 10:00:00;GM1884;Kaag en Braassem;Zuid-Holland;26;6;2
2020-05-12 10:00:00;GM1891;Dantumadiel;Friesland;6;2;0
2020-05-12 10:00:00;GM1892;Zuidplas;Zuid-Holland;124;23;19
2020-05-12 10:00:00;GM1894;Peel en Maas;Limburg;262;143;60
2020-05-12 10:00:00;GM1895;Oldambt;Groningen;13;7;0
2020-05-12 10:00:00;GM1896;Zwartewaterland;Overijssel;139;35;18
2020-05-12 10:00:00;GM1900;Súdwest-Fryslân;Friesland;101;17;3
2020-05-12 10:00:00;GM1901;Bodegraven-Reeuwijk;Zuid-Holland;52;7;1
2020-05-12 10:00:00;GM1903;Eijsden-Margraten;Limburg;156;52;26
2020-05-12 10:00:00;GM1904;Stichtse Vecht;Utrecht;104;32;10
2020-05-12 10:00:00;GM1911;Hollands Kroon;Noord-Holland;62;26;6
2020-05-12 10:00:00;GM1916;Leidschendam-Voorburg;Zuid-Holland;104;19;13
2020-05-12 10:00:00;GM1924;Goeree-Overflakkee;Zuid-Holland;252;53;33
2020-05-12 10:00:00;GM1926;Pijnacker-Nootdorp;Zuid-Holland;114;23;15
2020-05-12 10:00:00;GM1930;Nissewaard;Zuid-Holland;167;52;16
2020-05-12 10:00:00;GM1931;Krimpenerwaard;Zuid-Holland;149;44;21
2020-05-12 10:00:00;GM1940;De Fryske Marren;Friesland;60;16;5
2020-05-12 10:00:00;GM1942;Gooise Meren;Noord-Holland;101;23;8
2020-05-12 10:00:00;GM1945;Berg en Dal;Gelderland;151;29;15
2020-05-12 10:00:00;GM1948;Meierijstad;Noord-Brabant;535;210;127
2020-05-12 10:00:00;GM1949;Waadhoeke;Friesland;94;11;11
2020-05-12 10:00:00;GM1950;Westerwolde;Groningen;6;5;0
2020-05-12 10:00:00;GM1952;Midden-Groningen;Groningen;31;6;3
2020-05-12 10:00:00;GM1954;Beekdaelen;Limburg;159;50;21
2020-05-12 10:00:00;GM1955;Montferland;Gelderland;85;18;8
2020-05-12 10:00:00;GM1959;Altena;Noord-Brabant;122;31;11
2020-05-12 10:00:00;GM1960;West Betuwe;Gelderland;173;42;25
2020-05-12 10:00:00;GM1961;Vijfheerenlanden;Utrecht;241;33;37
2020-05-12 10:00:00;GM1963;Hoeksche Waard;Zuid-Holland;286;74;20
2020-05-12 10:00:00;GM1966;Het Hogeland;Groningen;29;7;3
2020-05-12 10:00:00;GM1969;Westerkwartier;Groningen;57;14;4
2020-05-12 10:00:00;GM1970;Noardeast-Fryslân;Friesland;25;6;4
2020-05-12 10:00:00;GM1978;Molenlanden;Zuid-Holland;110;18;8
2020-05-12 10:00:00;;;Groningen;1;1;0
2020-05-12 10:00:00;;;Friesland;1;1;0
2020-05-12 10:00:00;;;Drenthe;2;0;0
2020-05-12 10:00:00;;;Overijssel;15;1;1
2020-05-12 10:00:00;;;Flevoland;1;1;0
2020-05-12 10:00:00;;;Gelderland;46;5;2
2020-05-12 10:00:00;;;Utrecht;19;6;0
2020-05-12 10:00:00;;;Noord-Holland;41;15;2
2020-05-12 10:00:00;;;Zuid-Holland;56;8;5
2020-05-12 10:00:00;;;Zeeland;4;2;1
2020-05-12 10:00:00;;;Noord-Brabant;160;15;3
2020-05-12 10:00:00;;;Limburg;24;6;3
2020-05-13 10:00:00;GM0003;Appingedam;Groningen;5;3;0
2020-05-13 10:00:00;GM0010;Delfzijl;Groningen;17;6;0
2020-05-13 10:00:00;GM0014;Groningen;Groningen;164;18;3
2020-05-13 10:00:00;GM0024;Loppersum;Groningen;2;0;0
2020-05-13 10:00:00;GM0034;Almere;Flevoland;395;122;19
2020-05-13 10:00:00;GM0037;Stadskanaal;Groningen;6;2;1
2020-05-13 10:00:00;GM0047;Veendam;Groningen;8;2;0
2020-05-13 10:00:00;GM0050;Zeewolde;Flevoland;41;12;4
2020-05-13 10:00:00;GM0059;Achtkarspelen;Friesland;11;0;0
2020-05-13 10:00:00;GM0060;Ameland;Friesland;0;0;0
2020-05-13 10:00:00;GM0072;Harlingen;Friesland;17;4;1
2020-05-13 10:00:00;GM0074;Heerenveen;Friesland;88;13;19
2020-05-13 10:00:00;GM0080;Leeuwarden;Friesland;57;33;6
2020-05-13 10:00:00;GM0085;Ooststellingwerf;Friesland;7;3;0
2020-05-13 10:00:00;GM0086;Opsterland;Friesland;23;7;0
2020-05-13 10:00:00;GM0088;Schiermonnikoog;Friesland;0;0;0
2020-05-13 10:00:00;GM0090;Smallingerland;Friesland;54;9;5
2020-05-13 10:00:00;GM0093;Terschelling;Friesland;2;0;0
2020-05-13 10:00:00;GM0096;Vlieland;Friesland;0;0;0
2020-05-13 10:00:00;GM0098;Weststellingwerf;Friesland;28;3;4
2020-05-13 10:00:00;GM0106;Assen;Drenthe;42;12;2
2020-05-13 10:00:00;GM0109;Coevorden;Drenthe;56;13;2
2020-05-13 10:00:00;GM0114;Emmen;Drenthe;101;20;11
2020-05-13 10:00:00;GM0118;Hoogeveen;Drenthe;89;19;7
2020-05-13 10:00:00;GM0119;Meppel;Drenthe;32;8;4
2020-05-13 10:00:00;GM0141;Almelo;Overijssel;89;22;9
2020-05-13 10:00:00;GM0147;Borne;Overijssel;49;14;6
2020-05-13 10:00:00;GM0148;Dalfsen;Overijssel;77;16;6
2020-05-13 10:00:00;GM0150;Deventer;Overijssel;245;46;32
2020-05-13 10:00:00;GM0153;Enschede;Overijssel;208;52;21
2020-05-13 10:00:00;GM0158;Haaksbergen;Overijssel;54;14;6
2020-05-13 10:00:00;GM0160;Hardenberg;Overijssel;170;23;8
2020-05-13 10:00:00;GM0163;Hellendoorn;Overijssel;95;8;9
2020-05-13 10:00:00;GM0164;Hengelo;Overijssel;118;21;18
2020-05-13 10:00:00;GM0166;Kampen;Overijssel;327;59;26
2020-05-13 10:00:00;GM0168;Losser;Overijssel;23;7;0
2020-05-13 10:00:00;GM0171;Noordoostpolder;Flevoland;77;14;9
2020-05-13 10:00:00;GM0173;Oldenzaal;Overijssel;50;14;7
2020-05-13 10:00:00;GM0175;Ommen;Overijssel;50;9;2
2020-05-13 10:00:00;GM0177;Raalte;Overijssel;146;25;18
2020-05-13 10:00:00;GM0180;Staphorst;Overijssel;59;8;4
2020-05-13 10:00:00;GM0183;Tubbergen;Overijssel;79;12;5
