Datum,Gemeentecode,Gemeentenaam,Provincienaam,Provinciecode,Aantal
2020-03-12,1709,Moerdijk,Noord-Brabant,30,0
2020-03-12,1711,Echt-Susteren,Limburg,31,0
2020-03-12,1714,Sluis,Zeeland,29,0
2020-03-12,1719,Drimmelen,Noord-Brabant,30,3
2020-03-12,1721,Bernheze,Noord-Brabant,30,4
2020-03-12,1723,Alphen-Chaam,Noord-Brabant,30,0
2020-03-12,1724,Bergeijk,Noord-Brabant,30,1
2020-03-12,1728,Bladel,Noord-Brabant,30,0
2020-03-12,1729,Gulpen-Wittem,Limburg,31,0
2020-03-12,1730,Tynaarlo,Drenthe,22,0
2020-03-12,1731,Midden-Drenthe,Drenthe,22,0
2020-03-12,1734,Overbetuwe,Gelderland,25,0
2020-03-12,1735,Hof van Twente,Overijssel,23,0
2020-03-12,1740,Neder-Betuwe,Gelderland,25,1
2020-03-12,1742,Rijssen-Holten,Overijssel,23,0
2020-03-12,1771,Geldrop-Mierlo,Noord-Brabant,30,1
2020-03-12,1773,Olst-Wijhe,Overijssel,23,0
2020-03-12,1774,Dinkelland,Overijssel,23,1
2020-03-12,1783,Westland,Zuid-Holland,28,0
2020-03-12,1842,Midden-Delfland,Zuid-Holland,28,0
2020-03-12,1859,Berkelland,Gelderland,25,0
2020-03-12,1876,Bronckhorst,Gelderland,25,2
2020-03-12,1883,Sittard-Geleen,Limburg,31,20
2020-03-12,1884,Kaag en Braassem,Zuid-Holland,28,0
2020-03-12,1891,Dantumadiel,Friesland,21,0
2020-03-12,1892,Zuidplas,Zuid-Holland,28,0
2020-03-12,1894,Peel en Maas,Limburg,31,4
2020-03-12,1895,Oldambt,Groningen,20,0
2020-03-12,1896,Zwartewaterland,Overijssel,23,0
2020-03-12,1900,Súdwest-Fryslân,Friesland,21,1
2020-03-12,1901,Bodegraven-Reeuwijk,Zuid-Holland,28,1
2020-03-12,1903,Eijsden-Margraten,Limburg,31,0
2020-03-12,1904,Stichtse Vecht,Utrecht,26,5
2020-03-12,1911,Hollands Kroon,Noord-Holland,27,0
2020-03-12,1916,Leidschendam-Voorburg,Zuid-Holland,28,2
2020-03-12,1924,Goeree-Overflakkee,Zuid-Holland,28,0
2020-03-12,1926,Pijnacker-Nootdorp,Zuid-Holland,28,5
2020-03-12,1930,Nissewaard,Zuid-Holland,28,1
2020-03-12,1931,Krimpenerwaard,Zuid-Holland,28,3
2020-03-12,1940,De Fryske Marren,Friesland,21,1
2020-03-12,1942,Gooise Meren,Noord-Holland,27,3
2020-03-12,1945,Berg en Dal,Gelderland,25,3
2020-03-12,1948,Meierijstad,Noord-Brabant,30,18
2020-03-12,1949,Waadhoeke,Friesland,21,0
2020-03-12,1950,Westerwolde,Groningen,20,0
2020-03-12,1952,Midden-Groningen,Groningen,20,0
2020-03-12,1954,Beekdaelen,Limburg,31,8
2020-03-12,1955,Montferland,Gelderland,25,0
2020-03-12,1959,Altena,Noord-Brabant,30,5
2020-03-12,1960,West Betuwe,Gelderland,25,2
2020-03-12,1961,Vijfheerenlanden,Utrecht,26,1
2020-03-12,1963,Hoeksche Waard,Zuid-Holland,28,1
2020-03-12,1966,Het Hogeland,Groningen,20,0
2020-03-12,1969,Westerkwartier,Groningen,20,0
2020-03-12,1970,Noardeast-Fryslân,Friesland,21,0
2020-03-12,1978,Molenlanden,Zuid-Holland,28,0
2020-03-13,-1,,,,28
2020-03-13,3,Appingedam,Groningen,20,0
2020-03-13,10,Delfzijl,Groningen,20,0
2020-03-13,14,Groningen,Groningen,20,3
2020-03-13,24,Loppersum,Groningen,20,0
2020-03-13,34,Almere,Flevoland,24,1
2020-03-13,37,Stadskanaal,Groningen,20,0
2020-03-13,47,Veendam,Groningen,20,0
2020-03-13,50,Zeewolde,Flevoland,24,1
2020-03-13,59,Achtkarspelen,Friesland,21,0
2020-03-13,60,Ameland,Friesland,21,0
2020-03-13,72,Harlingen,Friesland,21,0
2020-03-13,74,Heerenveen,Friesland,21,0
2020-03-13,80,Leeuwarden,Friesland,21,1
2020-03-13,85,Ooststellingwerf,Friesland,21,0
2020-03-13,86,Opsterland,Friesland,21,2
2020-03-13,88,Schiermonnikoog,Friesland,21,0
2020-03-13,90,Smallingerland,Friesland,21,1
2020-03-13,93,Terschelling,Friesland,21,0
2020-03-13,96,Vlieland,Friesland,21,0
2020-03-13,98,Weststellingwerf,Friesland,21,0
2020-03-13,106,Assen,Drenthe,22,0
2020-03-13,109,Coevorden,Drenthe,22,11
2020-03-13,114,Emmen,Drenthe,22,1
2020-03-13,118,Hoogeveen,Drenthe,22,1
2020-03-13,119,Meppel,Drenthe,22,0
2020-03-13,141,Almelo,Overijssel,23,1
2020-03-13,147,Borne,Overijssel,23,3
2020-03-13,148,Dalfsen,Overijssel,23,0
2020-03-13,150,Deventer,Overijssel,23,0
2020-03-13,153,Enschede,Overijssel,23,3
2020-03-13,158,Haaksbergen,Overijssel,23,0
2020-03-13,160,Hardenberg,Overijssel,23,0
2020-03-13,163,Hellendoorn,Overijssel,23,2
2020-03-13,164,Hengelo,Overijssel,23,0
2020-03-13,166,Kampen,Overijssel,23,0
2020-03-13,168,Losser,Overijssel,23,0
2020-03-13,171,Noordoostpolder,Flevoland,24,0
2020-03-13,173,Oldenzaal,Overijssel,23,0
2020-03-13,175,Ommen,Overijssel,23,0
2020-03-13,177,Raalte,Overijssel,23,1
2020-03-13,180,Staphorst,Overijssel,23,0
2020-03-13,183,Tubbergen,Overijssel,23,1
2020-03-13,184,Urk,Flevoland,24,0
2020-03-13,189,Wierden,Overijssel,23,0
2020-03-13,193,Zwolle,Overijssel,23,2
2020-03-13,197,Aalten,Gelderland,25,0
2020-03-13,200,Apeldoorn,Gelderland,25,2
2020-03-13,202,Arnhem,Gelderland,25,4
2020-03-13,203,Barneveld,Gelderland,25,0
2020-03-13,209,Beuningen,Gelderland,25,3
2020-03-13,213,Brummen,Gelderland,25,0
2020-03-13,214,Buren,Gelderland,25,2
2020-03-13,216,Culemborg,Gelderland,25,2
2020-03-13,221,Doesburg,Gelderland,25,0
2020-03-13,222,Doetinchem,Gelderland,25,0
2020-03-13,225,Druten,Gelderland,25,1
2020-03-13,226,Duiven,Gelderland,25,1
2020-03-13,228,Ede,Gelderland,25,0
2020-03-13,230,Elburg,Gelderland,25,1
2020-03-13,232,Epe,Gelderland,25,0
2020-03-13,233,Ermelo,Gelderland,25,4
2020-03-13,243,Harderwijk,Gelderland,25,2
2020-03-13,244,Hattem,Gelderland,25,0
2020-03-13,246,Heerde,Gelderland,25,0
2020-03-13,252,Heumen,Gelderland,25,0
2020-03-13,262,Lochem,Gelderland,25,0
2020-03-13,263,Maasdriel,Gelderland,25,0
2020-03-13,267,Nijkerk,Gelderland,25,0
2020-03-13,268,Nijmegen,Gelderland,25,9
2020-03-13,269,Oldebroek,Gelderland,25,1
2020-03-13,273,Putten,Gelderland,25,0
2020-03-13,274,Renkum,Gelderland,25,7
2020-03-13,275,Rheden,Gelderland,25,1
2020-03-13,277,Rozendaal,Gelderland,25,0
2020-03-13,279,Scherpenzeel,Gelderland,25,0
2020-03-13,281,Tiel,Gelderland,25,2
2020-03-13,285,Voorst,Gelderland,25,1
2020-03-13,289,Wageningen,Gelderland,25,0
2020-03-13,293,Westervoort,Gelderland,25,0
2020-03-13,294,Winterswijk,Gelderland,25,0
2020-03-13,296,Wijchen,Gelderland,25,3
2020-03-13,297,Zaltbommel,Gelderland,25,1
2020-03-13,299,Zevenaar,Gelderland,25,0
2020-03-13,301,Zutphen,Gelderland,25,0
2020-03-13,302,Nunspeet,Gelderland,25,1
2020-03-13,303,Dronten,Flevoland,24,2
2020-03-13,307,Amersfoort,Utrecht,26,4
2020-03-13,308,Baarn,Utrecht,26,0
2020-03-13,310,De Bilt,Utrecht,26,11
2020-03-13,312,Bunnik,Utrecht,26,0
2020-03-13,313,Bunschoten,Utrecht,26,0
2020-03-13,317,Eemnes,Utrecht,26,0
2020-03-13,321,Houten,Utrecht,26,13
2020-03-13,327,Leusden,Utrecht,26,0
2020-03-13,331,Lopik,Utrecht,26,0
2020-03-13,335,Montfoort,Utrecht,26,0
2020-03-13,339,Renswoude,Utrecht,26,0
2020-03-13,340,Rhenen,Utrecht,26,0
2020-03-13,342,Soest,Utrecht,26,8
2020-03-13,344,Utrecht,Utrecht,26,26
2020-03-13,345,Veenendaal,Utrecht,26,1
2020-03-13,351,Woudenberg,Utrecht,26,1
2020-03-13,352,Wijk bij Duurstede,Utrecht,26,2
2020-03-13,353,IJsselstein,Utrecht,26,1
2020-03-13,355,Zeist,Utrecht,26,4
2020-03-13,356,Nieuwegein,Utrecht,26,0
2020-03-13,358,Aalsmeer,Noord-Holland,27,3
2020-03-13,361,Alkmaar,Noord-Holland,27,1
2020-03-13,362,Amstelveen,Noord-Holland,27,3
2020-03-13,363,Amsterdam,Noord-Holland,27,20
2020-03-13,370,Beemster,Noord-Holland,27,0
2020-03-13,373,Bergen (NH.),Noord-Holland,27,0
2020-03-13,375,Beverwijk,Noord-Holland,27,5
2020-03-13,376,Blaricum,Noord-Holland,27,1
2020-03-13,377,Bloemendaal,Noord-Holland,27,1
2020-03-13,383,Castricum,Noord-Holland,27,0
2020-03-13,384,Diemen,Noord-Holland,27,2
2020-03-13,385,Edam-Volendam,Noord-Holland,27,0
2020-03-13,388,Enkhuizen,Noord-Holland,27,0
2020-03-13,392,Haarlem,Noord-Holland,27,4
2020-03-13,394,Haarlemmermeer,Noord-Holland,27,0
2020-03-13,396,Heemskerk,Noord-Holland,27,1
2020-03-13,397,Heemstede,Noord-Holland,27,2
2020-03-13,398,Heerhugowaard,Noord-Holland,27,0
2020-03-13,399,Heiloo,Noord-Holland,27,2
2020-03-13,400,Den Helder,Noord-Holland,27,1
2020-03-13,402,Hilversum,Noord-Holland,27,0
2020-03-13,405,Hoorn,Noord-Holland,27,0
2020-03-13,406,Huizen,Noord-Holland,27,1
2020-03-13,415,Landsmeer,Noord-Holland,27,2
2020-03-13,416,Langedijk,Noord-Holland,27,3
2020-03-13,417,Laren,Noord-Holland,27,0
2020-03-13,420,Medemblik,Noord-Holland,27,0
2020-03-13,431,Oostzaan,Noord-Holland,27,0
2020-03-13,432,Opmeer,Noord-Holland,27,0
2020-03-13,437,Ouder-Amstel,Noord-Holland,27,0
2020-03-13,439,Purmerend,Noord-Holland,27,2
2020-03-13,441,Schagen,Noord-Holland,27,2
2020-03-13,448,Texel,Noord-Holland,27,0
2020-03-13,450,Uitgeest,Noord-Holland,27,0
2020-03-13,451,Uithoorn,Noord-Holland,27,0
2020-03-13,453,Velsen,Noord-Holland,27,1
2020-03-13,457,Weesp,Noord-Holland,27,0
2020-03-13,473,Zandvoort,Noord-Holland,27,0
2020-03-13,479,Zaanstad,Noord-Holland,27,2
2020-03-13,482,Alblasserdam,Zuid-Holland,28,0
2020-03-13,484,Alphen aan den Rijn,Zuid-Holland,28,4
2020-03-13,489,Barendrecht,Zuid-Holland,28,1
2020-03-13,498,Drechterland,Noord-Holland,27,0
2020-03-13,501,Brielle,Zuid-Holland,28,0
2020-03-13,502,Capelle aan den IJssel,Zuid-Holland,28,0
2020-03-13,503,Delft,Zuid-Holland,28,2
2020-03-13,505,Dordrecht,Zuid-Holland,28,1
2020-03-13,512,Gorinchem,Zuid-Holland,28,0
2020-03-13,513,Gouda,Zuid-Holland,28,2
2020-03-13,518,'s-Gravenhage,Zuid-Holland,28,8
2020-03-13,523,Hardinxveld-Giessendam,Zuid-Holland,28,5
2020-03-13,530,Hellevoetsluis,Zuid-Holland,28,1
2020-03-13,531,Hendrik-Ido-Ambacht,Zuid-Holland,28,0
2020-03-13,532,Stede Broec,Noord-Holland,27,0
2020-03-13,534,Hillegom,Zuid-Holland,28,0
2020-03-13,537,Katwijk,Zuid-Holland,28,1
2020-03-13,542,Krimpen aan den IJssel,Zuid-Holland,28,1
2020-03-13,546,Leiden,Zuid-Holland,28,4
2020-03-13,547,Leiderdorp,Zuid-Holland,28,0
2020-03-13,553,Lisse,Zuid-Holland,28,0
2020-03-13,556,Maassluis,Zuid-Holland,28,0
2020-03-13,569,Nieuwkoop,Zuid-Holland,28,1
2020-03-13,575,Noordwijk,Zuid-Holland,28,2
2020-03-13,579,Oegstgeest,Zuid-Holland,28,2
2020-03-13,589,Oudewater,Utrecht,26,0
2020-03-13,590,Papendrecht,Zuid-Holland,28,0
2020-03-13,597,Ridderkerk,Zuid-Holland,28,1
2020-03-13,599,Rotterdam,Zuid-Holland,28,20
2020-03-13,603,Rijswijk,Zuid-Holland,28,0
2020-03-13,606,Schiedam,Zuid-Holland,28,0
2020-03-13,610,Sliedrecht,Zuid-Holland,28,0
2020-03-13,613,Albrandswaard,Zuid-Holland,28,1
2020-03-13,614,Westvoorne,Zuid-Holland,28,1
2020-03-13,622,Vlaardingen,Zuid-Holland,28,1
2020-03-13,626,Voorschoten,Zuid-Holland,28,0
2020-03-13,627,Waddinxveen,Zuid-Holland,28,1
2020-03-13,629,Wassenaar,Zuid-Holland,28,1
2020-03-13,632,Woerden,Utrecht,26,2
2020-03-13,637,Zoetermeer,Zuid-Holland,28,0
2020-03-13,638,Zoeterwoude,Zuid-Holland,28,0
2020-03-13,642,Zwijndrecht,Zuid-Holland,28,0
2020-03-13,654,Borsele,Zeeland,29,1
2020-03-13,664,Goes,Zeeland,29,2
2020-03-13,668,West Maas en Waal,Gelderland,25,2
2020-03-13,677,Hulst,Zeeland,29,0
2020-03-13,678,Kapelle,Zeeland,29,0
2020-03-13,687,Middelburg,Zeeland,29,0
2020-03-13,703,Reimerswaal,Zeeland,29,1
2020-03-13,715,Terneuzen,Zeeland,29,0
2020-03-13,716,Tholen,Zeeland,29,0
2020-03-13,717,Veere,Zeeland,29,1
2020-03-13,718,Vlissingen,Zeeland,29,2
2020-03-13,736,De Ronde Venen,Utrecht,26,0
2020-03-13,737,Tytsjerksteradiel,Friesland,21,0
2020-03-13,743,Asten,Noord-Brabant,30,0
2020-03-13,744,Baarle-Nassau,Noord-Brabant,30,0
2020-03-13,748,Bergen op Zoom,Noord-Brabant,30,1
2020-03-13,753,Best,Noord-Brabant,30,3
2020-03-13,755,Boekel,Noord-Brabant,30,11
2020-03-13,756,Boxmeer,Noord-Brabant,30,1
2020-03-13,757,Boxtel,Noord-Brabant,30,1
2020-03-13,758,Breda,Noord-Brabant,30,53
2020-03-13,762,Deurne,Noord-Brabant,30,3
2020-03-13,765,Pekela,Groningen,20,1
2020-03-13,766,Dongen,Noord-Brabant,30,4
2020-03-13,770,Eersel,Noord-Brabant,30,1
2020-03-13,772,Eindhoven,Noord-Brabant,30,12
2020-03-13,777,Etten-Leur,Noord-Brabant,30,6
2020-03-13,779,Geertruidenberg,Noord-Brabant,30,1
2020-03-13,784,Gilze en Rijen,Noord-Brabant,30,1
2020-03-13,785,Goirle,Noord-Brabant,30,6
2020-03-13,786,Grave,Noord-Brabant,30,0
2020-03-13,788,Haaren,Noord-Brabant,30,7
2020-03-13,794,Helmond,Noord-Brabant,30,16
2020-03-13,796,'s-Hertogenbosch,Noord-Brabant,30,11
2020-03-13,797,Heusden,Noord-Brabant,30,4
2020-03-13,798,Hilvarenbeek,Noord-Brabant,30,5
2020-03-13,809,Loon op Zand,Noord-Brabant,30,7
2020-03-13,815,Mill en Sint Hubert,Noord-Brabant,30,0
2020-03-13,820,"Nuenen, Gerwen en Nederwetten",Noord-Brabant,30,1
2020-03-13,823,Oirschot,Noord-Brabant,30,0
2020-03-13,824,Oisterwijk,Noord-Brabant,30,6
2020-03-13,826,Oosterhout,Noord-Brabant,30,3
2020-03-13,828,Oss,Noord-Brabant,30,3
2020-03-13,840,Rucphen,Noord-Brabant,30,0
2020-03-13,845,Sint-Michielsgestel,Noord-Brabant,30,5
2020-03-13,847,Someren,Noord-Brabant,30,0
2020-03-13,848,Son en Breugel,Noord-Brabant,30,2
2020-03-13,851,Steenbergen,Noord-Brabant,30,0
2020-03-13,852,Waterland,Noord-Holland,27,1
2020-03-13,855,Tilburg,Noord-Brabant,30,67
2020-03-13,856,Uden,Noord-Brabant,30,25
2020-03-13,858,Valkenswaard,Noord-Brabant,30,0
2020-03-13,861,Veldhoven,Noord-Brabant,30,1
2020-03-13,865,Vught,Noord-Brabant,30,2
2020-03-13,866,Waalre,Noord-Brabant,30,1
2020-03-13,867,Waalwijk,Noord-Brabant,30,9
2020-03-13,873,Woensdrecht,Noord-Brabant,30,0
2020-03-13,879,Zundert,Noord-Brabant,30,3
2020-03-13,880,Wormerland,Noord-Holland,27,0
2020-03-13,882,Landgraaf,Limburg,31,2
2020-03-13,888,Beek,Limburg,31,0
2020-03-13,889,Beesel,Limburg,31,0
2020-03-13,893,Bergen (L.),Limburg,31,0
2020-03-13,899,Brunssum,Limburg,31,0
2020-03-13,907,Gennep,Limburg,31,1
2020-03-13,917,Heerlen,Limburg,31,2
2020-03-13,928,Kerkrade,Limburg,31,0
2020-03-13,935,Maastricht,Limburg,31,10
2020-03-13,938,Meerssen,Limburg,31,0
2020-03-13,944,Mook en Middelaar,Limburg,31,0
2020-03-13,946,Nederweert,Limburg,31,1
2020-03-13,957,Roermond,Limburg,31,1
2020-03-13,965,Simpelveld,Limburg,31,2
2020-03-13,971,Stein,Limburg,31,1
2020-03-13,981,Vaals,Limburg,31,0
2020-03-13,983,Venlo,Limburg,31,2
2020-03-13,984,Venray,Limburg,31,0
2020-03-13,986,Voerendaal,Limburg,31,0
2020-03-13,988,Weert,Limburg,31,0
2020-03-13,994,Valkenburg aan de Geul,Limburg,31,0
2020-03-13,995,Lelystad,Flevoland,24,3
2020-03-13,1507,Horst aan de Maas,Limburg,31,2
2020-03-13,1509,Oude IJsselstreek,Gelderland,25,0
2020-03-13,1525,Teylingen,Zuid-Holland,28,0
2020-03-13,1581,Utrechtse Heuvelrug,Utrecht,26,2
2020-03-13,1586,Oost Gelre,Gelderland,25,0
2020-03-13,1598,Koggenland,Noord-Holland,27,0
2020-03-13,1621,Lansingerland,Zuid-Holland,28,4
2020-03-13,1640,Leudal,Limburg,31,4
2020-03-13,1641,Maasgouw,Limburg,31,0
2020-03-13,1652,Gemert-Bakel,Noord-Brabant,30,11
2020-03-13,1655,Halderberge,Noord-Brabant,30,0
2020-03-13,1658,Heeze-Leende,Noord-Brabant,30,1
2020-03-13,1659,Laarbeek,Noord-Brabant,30,1
2020-03-13,1667,Reusel-De Mierden,Noord-Brabant,30,0
2020-03-13,1669,Roerdalen,Limburg,31,0
2020-03-13,1674,Roosendaal,Noord-Brabant,30,2
2020-03-13,1676,Schouwen-Duiveland,Zeeland,29,2
2020-03-13,1680,Aa en Hunze,Drenthe,22,0
2020-03-13,1681,Borger-Odoorn,Drenthe,22,0
2020-03-13,1684,Cuijk,Noord-Brabant,30,2
2020-03-13,1685,Landerd,Noord-Brabant,30,4
2020-03-13,1690,De Wolden,Drenthe,22,0
2020-03-13,1695,Noord-Beveland,Zeeland,29,0
2020-03-13,1696,Wijdemeren,Noord-Holland,27,0
2020-03-13,1699,Noordenveld,Drenthe,22,0
2020-03-13,1700,Twenterand,Overijssel,23,0
2020-03-13,1701,Westerveld,Drenthe,22,0
2020-03-13,1702,Sint Anthonis,Noord-Brabant,30,0
2020-03-13,1705,Lingewaard,Gelderland,25,2
2020-03-13,1706,Cranendonck,Noord-Brabant,30,2
2020-03-13,1708,Steenwijkerland,Overijssel,23,0
2020-03-13,1709,Moerdijk,Noord-Brabant,30,1
2020-03-13,1711,Echt-Susteren,Limburg,31,0
2020-03-13,1714,Sluis,Zeeland,29,0
2020-03-13,1719,Drimmelen,Noord-Brabant,30,5
2020-03-13,1721,Bernheze,Noord-Brabant,30,13
2020-03-13,1723,Alphen-Chaam,Noord-Brabant,30,0
2020-03-13,1724,Bergeijk,Noord-Brabant,30,1
2020-03-13,1728,Bladel,Noord-Brabant,30,0
2020-03-13,1729,Gulpen-Wittem,Limburg,31,0
2020-03-13,1730,Tynaarlo,Drenthe,22,0
2020-03-13,1731,Midden-Drenthe,Drenthe,22,0
2020-03-13,1734,Overbetuwe,Gelderland,25,0
2020-03-13,1735,Hof van Twente,Overijssel,23,0
2020-03-13,1740,Neder-Betuwe,Gelderland,25,3
2020-03-13,1742,Rijssen-Holten,Overijssel,23,0
2020-03-13,1771,Geldrop-Mierlo,Noord-Brabant,30,2
2020-03-13,1773,Olst-Wijhe,Overijssel,23,0
2020-03-13,1774,Dinkelland,Overijssel,23,3
2020-03-13,1783,Westland,Zuid-Holland,28,0
2020-03-13,1842,Midden-Delfland,Zuid-Holland,28,0
2020-03-13,1859,Berkelland,Gelderland,25,0
2020-03-13,1876,Bronckhorst,Gelderland,25,2
2020-03-13,1883,Sittard-Geleen,Limburg,31,23
2020-03-13,1884,Kaag en Braassem,Zuid-Holland,28,0
2020-03-13,1891,Dantumadiel,Friesland,21,0
2020-03-13,1892,Zuidplas,Zuid-Holland,28,0
2020-03-13,1894,Peel en Maas,Limburg,31,8
2020-03-13,1895,Oldambt,Groningen,20,0
2020-03-13,1896,Zwartewaterland,Overijssel,23,2
2020-03-13,1900,Súdwest-Fryslân,Friesland,21,1
2020-03-13,1901,Bodegraven-Reeuwijk,Zuid-Holland,28,1
2020-03-13,1903,Eijsden-Margraten,Limburg,31,0
2020-03-13,1904,Stichtse Vecht,Utrecht,26,6
2020-03-13,1911,Hollands Kroon,Noord-Holland,27,0
2020-03-13,1916,Leidschendam-Voorburg,Zuid-Holland,28,3
2020-03-13,1924,Goeree-Overflakkee,Zuid-Holland,28,1
2020-03-13,1926,Pijnacker-Nootdorp,Zuid-Holland,28,6
2020-03-13,1930,Nissewaard,Zuid-Holland,28,1
2020-03-13,1931,Krimpenerwaard,Zuid-Holland,28,3
2020-03-13,1940,De Fryske Marren,Friesland,21,2
2020-03-13,1942,Gooise Meren,Noord-Holland,27,3
2020-03-13,1945,Berg en Dal,Gelderland,25,4
2020-03-13,1948,Meierijstad,Noord-Brabant,30,25
2020-03-13,1949,Waadhoeke,Friesland,21,0
2020-03-13,1950,Westerwolde,Groningen,20,0
2020-03-13,1952,Midden-Groningen,Groningen,20,0
2020-03-13,1954,Beekdaelen,Limburg,31,8
2020-03-13,1955,Montferland,Gelderland,25,0
2020-03-13,1959,Altena,Noord-Brabant,30,8
2020-03-13,1960,West Betuwe,Gelderland,25,3
2020-03-13,1961,Vijfheerenlanden,Utrecht,26,2
2020-03-13,1963,Hoeksche Waard,Zuid-Holland,28,1
2020-03-13,1966,Het Hogeland,Groningen,20,0
2020-03-13,1969,Westerkwartier,Groningen,20,0
2020-03-13,1970,Noardeast-Fryslân,Friesland,21,0
2020-03-13,1978,Molenlanden,Zuid-Holland,28,0
2020-03-14,-1,,,,37
2020-03-14,3,Appingedam,Groningen,20,0
2020-03-14,10,Delfzijl,Groningen,20,0
2020-03-14,14,Groningen,Groningen,20,3
2020-03-14,24,Loppersum,Groningen,20,0
2020-03-14,34,Almere,Flevoland,24,2
2020-03-14,37,Stadskanaal,Groningen,20,0
2020-03-14,47,Veendam,Groningen,20,0
2020-03-14,50,Zeewolde,Flevoland,24,2
2020-03-14,59,Achtkarspelen,Friesland,21,0
2020-03-14,60,Ameland,Friesland,21,0
2020-03-14,72,Harlingen,Friesland,21,0
2020-03-14,74,Heerenveen,Friesland,21,0
2020-03-14,80,Leeuwarden,Friesland,21,1
2020-03-14,85,Ooststellingwerf,Friesland,21,0
2020-03-14,86,Opsterland,Friesland,21,2
2020-03-14,88,Schiermonnikoog,Friesland,21,0
2020-03-14,90,Smallingerland,Friesland,21,2
2020-03-14,93,Terschelling,Friesland,21,0
2020-03-14,96,Vlieland,Friesland,21,0
2020-03-14,98,Weststellingwerf,Friesland,21,0
2020-03-14,106,Assen,Drenthe,22,0
2020-03-14,109,Coevorden,Drenthe,22,11
2020-03-14,114,Emmen,Drenthe,22,1
2020-03-14,118,Hoogeveen,Drenthe,22,2
2020-03-14,119,Meppel,Drenthe,22,0
2020-03-14,141,Almelo,Overijssel,23,1
2020-03-14,147,Borne,Overijssel,23,3
2020-03-14,148,Dalfsen,Overijssel,23,0
2020-03-14,150,Deventer,Overijssel,23,0
2020-03-14,153,Enschede,Overijssel,23,3
2020-03-14,158,Haaksbergen,Overijssel,23,0
2020-03-14,160,Hardenberg,Overijssel,23,0
2020-03-14,163,Hellendoorn,Overijssel,23,2
2020-03-14,164,Hengelo,Overijssel,23,0
2020-03-14,166,Kampen,Overijssel,23,0
2020-03-14,168,Losser,Overijssel,23,0
2020-03-14,171,Noordoostpolder,Flevoland,24,2
2020-03-14,173,Oldenzaal,Overijssel,23,1
2020-03-14,175,Ommen,Overijssel,23,1
2020-03-14,177,Raalte,Overijssel,23,1
2020-03-14,180,Staphorst,Overijssel,23,1
2020-03-14,183,Tubbergen,Overijssel,23,1
2020-03-14,184,Urk,Flevoland,24,0
2020-03-14,189,Wierden,Overijssel,23,0
2020-03-14,193,Zwolle,Overijssel,23,3
2020-03-14,197,Aalten,Gelderland,25,0
2020-03-14,200,Apeldoorn,Gelderland,25,3
2020-03-14,202,Arnhem,Gelderland,25,4
2020-03-14,203,Barneveld,Gelderland,25,0
2020-03-14,209,Beuningen,Gelderland,25,4
2020-03-14,213,Brummen,Gelderland,25,0
2020-03-14,214,Buren,Gelderland,25,2
2020-03-14,216,Culemborg,Gelderland,25,2
2020-03-14,221,Doesburg,Gelderland,25,0
2020-03-14,222,Doetinchem,Gelderland,25,0
2020-03-14,225,Druten,Gelderland,25,3
2020-03-14,226,Duiven,Gelderland,25,1
2020-03-14,228,Ede,Gelderland,25,0
2020-03-14,230,Elburg,Gelderland,25,1
2020-03-14,232,Epe,Gelderland,25,0
2020-03-14,233,Ermelo,Gelderland,25,5
2020-03-14,243,Harderwijk,Gelderland,25,2
2020-03-14,244,Hattem,Gelderland,25,0
2020-03-14,246,Heerde,Gelderland,25,0
2020-03-14,252,Heumen,Gelderland,25,0
2020-03-14,262,Lochem,Gelderland,25,0
2020-03-14,263,Maasdriel,Gelderland,25,0
2020-03-14,267,Nijkerk,Gelderland,25,0
2020-03-14,268,Nijmegen,Gelderland,25,10
2020-03-14,269,Oldebroek,Gelderland,25,1
2020-03-14,273,Putten,Gelderland,25,0
2020-03-14,274,Renkum,Gelderland,25,7
2020-03-14,275,Rheden,Gelderland,25,1
2020-03-14,277,Rozendaal,Gelderland,25,0
2020-03-14,279,Scherpenzeel,Gelderland,25,0
2020-03-14,281,Tiel,Gelderland,25,2
2020-03-14,285,Voorst,Gelderland,25,1
2020-03-14,289,Wageningen,Gelderland,25,0
2020-03-14,293,Westervoort,Gelderland,25,0
2020-03-14,294,Winterswijk,Gelderland,25,0
2020-03-14,296,Wijchen,Gelderland,25,3
2020-03-14,297,Zaltbommel,Gelderland,25,1
2020-03-14,299,Zevenaar,Gelderland,25,0
2020-03-14,301,Zutphen,Gelderland,25,0
2020-03-14,302,Nunspeet,Gelderland,25,1
2020-03-14,303,Dronten,Flevoland,24,3
2020-03-14,307,Amersfoort,Utrecht,26,4
2020-03-14,308,Baarn,Utrecht,26,0
2020-03-14,310,De Bilt,Utrecht,26,11
2020-03-14,312,Bunnik,Utrecht,26,0
2020-03-14,313,Bunschoten,Utrecht,26,0
2020-03-14,317,Eemnes,Utrecht,26,0
2020-03-14,321,Houten,Utrecht,26,13
2020-03-14,327,Leusden,Utrecht,26,0
2020-03-14,331,Lopik,Utrecht,26,0
2020-03-14,335,Montfoort,Utrecht,26,0
2020-03-14,339,Renswoude,Utrecht,26,0
2020-03-14,340,Rhenen,Utrecht,26,0
2020-03-14,342,Soest,Utrecht,26,8
2020-03-14,344,Utrecht,Utrecht,26,30
2020-03-14,345,Veenendaal,Utrecht,26,1
2020-03-14,351,Woudenberg,Utrecht,26,1
