wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,gdp,gdp_per_capita,human_capital_index,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area,noaa_station,noaa_distance,average_temperature,minimum_temperature,maximum_temperature,rainfall,snowfall,f_0,f_1,f_5,f_10,f_15,f_20,f_25,f_30,f_35,f_40,f_45,f_50,f_55,f_60,f_65,f_70,f_75,f_80,m_0,m_1,m_5,m_10,m_15,m_20,m_25,m_30,m_35,m_40,m_45,m_50,m_55,m_60,m_65,m_70,m_75,m_80,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds,nurses,physicians,health_expenditure,out_of_pocket_health_expenditure,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-06-05,1,,,,843,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-06-07,3,,,,846,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-06-08,1,,,,847,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-06-09,7,,,,854,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-06-10,5,,,,859,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-06-11,1,,,,860,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-06-12,4,,,,864,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-06-13,5,,,,869,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-06-14,1,,,,870,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-06-15,1,,,,871,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-06-16,1,,,,872,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-06-17,6,,,,878,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-06-18,1,,,,879,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-06-19,1,,,,880,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-06-20,1,,,,881,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-06-22,2,,,,883,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-06-23,1,,,,884,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-06-24,1,,,,885,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-06-26,0,,,,885,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
